Store Number,R,P,C
3714,2478084,-3392281,5870365
73479,7905889,2815932,5089957
79501,4477167,2362149,2115018
9924,5463192,-813955,6277147
9666,7583432,6821615,761817
409,7133033,6086618,1046415
79416,1160112,-3787657,4947769
9498,1435101,-7951002,9386103
8738,8133841,631532,7502309
435,4013540,1276781,2736759
79541,3827356,-4292432,8119788
419,1869282,644788,1224494
463,7397150,2212127,5185023
79385,7035859,4367974,2667885
495,9180354,2477457,6702897
491,5292847,-2904295,8197142
423,4003154,3173982,829172
496,9201066,3779913,5421153
79496,1520104,1105090,415014
72708,1016645,-1039170,2055815
72697,5274953,2626941,2648012
14042,1293769,-2119522,3413291
73438,1264010,853740,410270
475,7308571,2472886,4835685
14044,7677030,6001413,1675617
15555,5826576,423825,5402751
74417,2780200,-5887186,8667386
9611,7533486,-1025710,8559196
2794,3677317,-1632268,5309585
488,7976706,3654980,4321726
437,6038805,-3007142,9045947
411,8859538,2947442,5912096
73737,3418795,-2184810,5603605
74498,2563387,-2634055,5197442
480,5641069,387634,5253435
79540,6531281,5098818,1432463
74277,2385700,-913211,3298911
79502,9089951,2315528,6774423
14047,7918864,3232514,4686350
74682,1331307,-5584164,6915471
72910,1481552,-7810630,9292182
74775,2813255,-4852818,7666073
79336,3527709,25341,3502368
74458,7752498,4299347,3453151
431,4479813,3223913,1255900
14043,8879992,7126994,1752998
72911,6791866,-2081837,8873703
429,2399812,1203575,1196237
483,2573777,-5496984,8070761
14305,2178370,-3889134,6067504
11544,5722059,-3805268,9527327
5109,5506414,3348259,2158155
425,7039530,5337893,1701637
11545,3230492,-1777769,5008261
3405,6090703,5633869,456834
14030,8695570,3412497,5283073
74390,5317538,2757589,2559949
75916,2382842,-3842481,6225323
75539,5802330,4770859,1031471
75915,7219696,6310960,908736
75917,2008016,-2728893,4736909
74107,9577329,9430476,146853
10291,1489453,-8348794,9838247
72229,7682135,4789111,2893024
72866,2699749,1252592,1447157
74324,6678312,-1517971,8196283
3373,7454710,-2023615,9478325
489,3391704,-3525873,6917577
74369,7211649,1400054,5811595
3344,4415601,-3643175,8058776
74929,7380413,-379401,7759814
2902,5845022,-2910260,8755282
74945,1312563,-951072,2263635
2938,2667654,-1975009,4642663
379,6914750,5025783,1888967
10178,7199276,6997569,201707
16106,2738886,-1748033,4486919
79402,2541574,865114,1676460
72792,1724405,-2964568,4688973
74111,8359442,-1605946,9965388
3406,2014188,-4620253,6634441
74863,4678971,1576295,3102676
3375,4692449,4097892,594557
74185,9343017,659227,8683790
10059,4898361,-2728443,7626804
10623,2794575,1457973,1336602
344,6680428,3143678,3536750
3275,8304062,4800738,3503324
74785,3637413,-3004856,6642269
3291,7891716,1918401,5973315
74494,4253288,-3375577,7628865
13509,2552710,-2338065,4890775
76243,2505521,712578,1792943
11671,3544873,2366776,1178097
9305,1283615,-8499107,9782722
10170,3044274,2467262,577012
74915,4896327,-4688356,9584683
72791,4089978,-821459,4911437
74778,6846137,4546626,2299511
74134,4397592,-709270,5106862
73596,7878079,5013101,2864978
74220,8814406,2702659,6111747
3249,7185611,-1980293,9165904
3349,3353007,-2475416,5828423
73168,7565661,7144861,420800
3314,7200678,1557085,5643593
79736,8084799,705942,7378857
72174,9439923,8042905,1397018
13327,3111998,121270,2990728
79616,5439659,-3635235,9074894
13326,1519561,1172044,347517
3410,4118400,-3811898,7930298
74304,8919493,418470,8501023
13917,7702762,-2060142,9762904
74321,6102123,1793742,4308381
74345,7612613,5935147,1677466
458,3751712,-1945110,5696822
3415,9454421,3540607,5913814
72912,9377922,6320896,3057026
421,7980383,6507100,1473283
74956,6968068,5718215,1249853
11666,8610546,3391533,5219013
74765,3835611,3654335,181276
74317,6454226,2049846,4404380
3268,9923882,7296692,2627190
13507,3879173,136302,3742871
74819,3648230,2950461,697769
72783,9885704,3415366,6470338
79495,1556685,-1629701,3186386
74309,3827207,-909610,4736817
9531,3073282,2903076,170206
74444,9693950,4640019,5053931
10467,7996294,-84309,8080603
72231,2110342,-2422820,4533162
74362,6328715,-2128415,8457130
79724,4508770,-860833,5369603
3381,8265321,780368,7484953
74967,7297608,-443825,7741433
3328,1950598,614068,1336530
70014,2688270,-6458289,9146559
74210,4357703,-2490581,6848284
74210,9986358,3049446,6936912
12448,2881620,-1584966,4466586
79688,8111404,1110179,7001225
74987,6590571,1891548,4699023
8843,3030997,-6131679,9162676
72230,5835573,-630780,6466353
8842,8077746,2471910,5605836
73839,4734333,4244338,489995
14304,8456083,-1091251,9547334
79550,1022014,-6531332,7553346
79424,1272070,-2968574,4240644
2975,1187048,-4548711,5735759
11201,1766315,-1677211,3443526
74236,7944622,-2018584,9963206
3367,4330358,1567511,2762847
73336,8520243,4754861,3765382
449,9329187,7502771,1826416
73497,1255387,-2720091,3975478
79768,3223420,-3851160,7074580
2976,8624756,1373949,7250807
3409,6428681,-3297857,9726538
3409,1828349,1077430,750919
3416,3235986,2069237,1166749
72731,2241824,1674090,567734
459,9638272,1290751,8347521
16863,6422826,4999899,1422927
73187,9510854,-298137,9808991
74312,3032034,-6400734,9432768
422,1400580,629324,771256
79755,5601094,250543,5350551
15849,3790796,-6128876,9919672
70366,9568784,1343072,8225712
74793,4402040,1847844,2554196
79547,3908916,739612,3169304
74977,4824118,3275537,1548581
74311,2498992,1737944,761048
2815,7944019,5460319,2483700
74365,9247797,6335641,2912156
74365,4678365,-1679523,6357888
445,9321387,3049750,6271637
74221,7625396,3142023,4483373
9725,3051099,2687480,363619
73685,2519183,-2307992,4827175
441,7166460,3074429,4092031
74906,2866879,1042037,1824842
441,5747292,-353480,6100772
8771,1927701,1447814,479887
74359,8551816,2819861,5731955
10401,1917051,-4637258,6554309
74262,8137880,3492005,4645875
74286,3001623,-2014226,5015849
79623,8889352,8530011,359341
10402,5034579,4891490,143089
79635,5215952,-1588441,6804393
9724,9961737,1418049,8543688
74937,9203674,7785209,1418465
9448,8189012,1222861,6966151
3287,9950271,8245401,1704870
79704,4172267,-5551059,9723326
73541,1565238,-1691726,3256964
9486,4682671,-4162796,8845467
377,6929620,-109061,7038681
13914,9734875,8457607,1277268
3214,4213239,3544967,668272
10476,5556803,-324898,5881701
73682,7291545,2194838,5096707
9786,2197863,381144,1816719
8936,7841395,7117426,723969
3360,4449631,2197655,2251976
14483,4826982,-4952880,9779862
76865,3723830,-5372745,9096575
3206,4038812,-1921681,5960493
74769,8373821,6088638,2285183
10848,7406189,2987427,4418762
79753,5812937,-1919334,7732271
79729,1025445,-8771069,9796514
9320,3787019,-5438674,9225693
74394,4605291,3641384,963907
76297,1777275,-6424840,8202115
3385,9975590,260824,9714766
3369,9438272,4668868,4769404
310,6720071,-1618117,8338188
13506,4325454,-5087829,9413283
74487,5635064,-1131681,6766745
11662,4513821,-1715928,6229749
9302,6240558,5069996,1170562
73508,2991589,-4341197,7332786
10529,8843763,1147914,7695849
73606,2867620,-3423310,6290930
73110,1997093,1796697,200396
79548,1463209,216730,1246479
330,8987082,4981019,4006063
74825,5317842,2045696,3272146
3245,5881146,-1105656,6986802
3252,2627106,-6465456,9092562
3797,9243575,8635622,607953
73843,9694129,6537807,3156322
76168,8222535,-852750,9075285
3384,8049023,7922768,126255
74473,1616924,-2495800,4112724
3396,1021488,-1053873,2075361
79369,1124639,-7217303,8341942
8776,2372370,-6953973,9326343
3262,8899040,4006145,4892895
9541,2088907,-3228545,5317452
13729,3625175,264565,3360610
74322,7598702,6431086,1167616
73399,8747341,-776232,9523573
10475,9195091,4234094,4960997
397,6510106,3343371,3166735
9318,3072521,344009,2728512
72785,5403085,2183979,3219106
9410,1539429,-5562175,7101604
72774,4514869,1420540,3094329
10767,1968109,-4268829,6236938
74240,5750277,-186907,5937184
73723,9992266,3957412,6034854
11318,8922788,7217918,1704870
3387,6022975,-3171883,9194858
74918,1673257,-6017502,7690759
9855,9487712,2570544,6917168
16736,1701102,-7840379,9541481
74966,6299535,5224805,1074730
3244,4837657,-4909455,9747112
3850,1201022,684386,516636
341,8927049,3768520,5158529
3226,9061603,8372842,688761
75667,3019362,-5658002,8677364
11665,5167712,1794401,3373311
3251,8384176,7507239,876937
75666,4829858,-2570150,7400008
72304,3272558,3048392,224166
3361,7614031,2128390,5485641
13916,6927891,-822656,7750547
72303,4952102,1376535,3575567
322,1417138,-363799,1780937
76296,1387746,-951100,2338846
3267,3298977,-3888072,7187049
72576,1951900,1492777,459123
3334,4761912,-3066157,7828069
72301,6179583,424034,5755549
8781,3862269,-1872393,5734662
72303,9246864,8827383,419481
3288,6071148,223333,5847815
74826,7069762,-1307360,8377122
3257,7415168,380336,7034832
3273,2204208,-4849452,7053660
74408,8294203,-617563,8911766
388,4255339,-1848176,6103515
331,4990078,-895020,5885098
74381,9482877,3952091,5530786
14777,1371211,1068774,302437
356,9494675,2552256,6942419
79793,8746184,5301529,3444655
3364,5314783,-1467469,6782252
353,6597303,5377537,1219766
14570,4928414,1470811,3457603
345,3807724,-1208425,5016149
74412,1624179,774897,849282
73112,9377473,7967193,1410280
3213,2955395,-2017872,4973267
79251,9262750,324744,8938006
8797,8964607,1408666,7555941
75588,5052888,-2421639,7474527
75588,4969678,-269254,5238932
74176,9097832,7008414,2089418
337,3848936,1899610,1949326
79564,8914061,499980,8414081
3217,6823916,-1163121,7987037
9856,6542692,4630325,1912367
13281,9353080,2815415,6537665
79408,8479741,729462,7750279
74389,6941960,3338512,3603448
374,3741704,-5495826,9237530
311,2332146,-3124721,5456867
72586,2600801,-3050283,5651084
79534,6366309,3107586,3258723
312,9906576,8351997,1554579
3210,8264508,4739882,3524626
3345,4833097,2978543,1854554
74768,5198368,-1951765,7150133
10534,4283633,-3475288,7758921
3258,5815703,5666062,149641
3401,4152699,-1007327,5160026
3413,6350248,2753105,3597143
74703,2097049,-3363123,5460172
5073,5844336,583340,5260996
74405,7844530,151796,7692734
9319,1707049,-5183591,6890640
3320,7702340,4485872,3216468
8703,4831981,2361793,2470188
76993,7025976,5982095,1043881
76859,9361790,3803592,5558198
74456,2437056,1633416,803640
8137,9169093,8461145,707948
3272,8717900,4676067,4041833
15690,8089371,6687290,1402081
342,6860273,6533833,326440
74960,3292829,-5051952,8344781
3451,6295316,-2789319,9084635
79305,3027048,1269837,1757211
72176,3904633,2769522,1135111
3239,5390702,2769569,2621133
74692,4816440,-4351344,9167784
15560,9827912,247748,9580164
16361,5563357,3821939,1741418
3388,2101342,-290464,2391806
357,2206413,-1355145,3561558
9503,3402374,2339383,1062991
364,4529261,-778319,5307580
11664,5351759,-461399,5813158
79757,5883349,3862119,2021230
3219,3571812,-1715133,5286945
74349,2511505,-7443038,9954543
74268,9588362,4573735,5014627
74258,8299103,-674938,8974041
79533,6995995,3270492,3725503
376,7499409,7046336,453073
313,8184260,62972,8121288
74225,4868497,1874946,2993551
75305,7257398,2823149,4434249
11156,5722743,2929156,2793587
79328,8242824,3408725,4834099
3376,3748728,-1403841,5152569
11667,9670886,8331264,1339622
12950,5092797,-4546737,9639534
73494,5597603,3488347,2109256
3352,6446612,898154,5548458
79348,3902099,-5764709,9666808
3310,5690990,5536761,154229
11158,1762846,990740,772106
395,5704275,-149197,5853472
74472,8755183,4213360,4541823
79386,6694686,873178,5821508
3408,4305054,-712136,5017190
74410,7412994,-1137049,8550043
3202,5038925,-1572024,6610949
3277,9302204,-664057,9966261
382,8035548,7027283,1008265
14247,1693032,552462,1140570
74972,8659501,4821741,3837760
5124,8547829,5115170,3432659
11668,5032443,-1915018,6947461
3302,4050345,748613,3301732
3255,8156914,1977618,6179296
79347,4752214,-1497705,6249919
76259,6566431,1912471,4653960
3322,2178629,-5093186,7271815
79327,5239239,1937665,3301574
75814,4017913,948509,3069404
3228,8326377,2014225,6312152
79207,2472294,-241012,2713306
375,2441065,-3911628,6352693
329,1124188,-6636429,7760617
3336,8729044,6806408,1922636
3330,6787807,-1836632,8624439
3393,9401289,5220349,4180940
9303,6479233,4551999,1927234
3315,8718928,-1240400,9959328
15947,6385463,3670685,2714778
339,8137709,1104275,7033434
72707,1721006,-3848826,5569832
2983,5706333,-4270570,9976903
3306,3996400,-790100,4786500
3231,1771057,-1560880,3331937
3307,4876612,4008019,868593
3238,1759914,-2987771,4747685
3362,2777022,-500604,3277626
363,8792265,1578178,7214087
72115,4807076,-1360165,6167241
72575,6083830,-701819,6785649
10302,4262211,4076966,185245
111,2661959,-7108378,9770337
3391,8402522,5227326,3175196
15579,2165265,-203088,2368353
101,9296872,8559953,736919
75364,5545304,2802685,2742619
2937,1204719,-449630,1654349
3347,5731328,-3805101,9536429
102,3856668,-3421914,7278582
3292,3431869,-3392027,6823896
3312,9327954,4086280,5241674
392,8781145,6155606,2625539
10927,1446760,617734,829026
3324,5020024,9829,5010195
3260,1030350,-1902367,2932717
15939,9138598,5170456,3968142
112,8231936,1373830,6858106
15625,2616373,-6561674,9178047
103,9661473,2138553,7522920
3331,1385335,-4110351,5495686
14870,5527733,-1170595,6698328
9408,8022945,-194272,8217217
113,2289280,-5377270,7666550
114,5352010,414569,4937441
3278,8300374,563219,7737155
74489,6048842,-1664716,7713558
3289,7204433,-1612332,8816765
109,8457045,6473402,1983643
301,4457207,3953928,503279
309,3548314,827452,2720862
3298,6085349,-297305,6382654
3343,3600545,-1370579,4971124
3343,9756273,-229171,9985444
72922,9239003,389279,8849724
3270,3335398,-3688861,7024259
3341,9491454,8231948,1259506
79751,4616190,2564376,2051814
3261,5870220,-3577543,9447763
5191,3442752,1618467,1824285
115,5466536,-2069838,7536374
3379,3829438,1669102,2160336
324,7573890,2858619,4715271
106,7524626,3597256,3927370
3208,8746850,2511116,6235734
3296,5488000,3087674,2400326
3218,6852709,1722376,5130333
13011,2400679,277574,2123105
3313,8277785,4358952,3918833
15407,1649500,1490213,159287
366,3568960,-1004284,4573244
104,8926003,3896686,5029317
13009,8733540,1883939,6849601
303,5053052,-910719,5963771
3221,6773585,6064265,709320
79387,4857061,-3986701,8843762
3309,2803934,448738,2355196
73740,4545529,-5051035,9596564
79276,3943563,-2059342,6002905
10303,9878133,4252098,5626035
3281,9418283,5513508,3904775
5184,6274906,1059340,5215566
325,7248946,2322466,4926480
3242,8566560,-224469,8791029
72908,8903481,6291115,2612366
79291,8215551,1104948,7110603
304,4021862,2150565,1871297
13915,6600427,-2380233,8980660
3533,7781466,6522899,1258567
3204,8467402,6327940,2139462
3204,6747001,3406125,3340876
15731,6654931,-946270,7601201
6193,2960192,-2086309,5046501
3355,2277448,-3097394,5374842
73115,5560568,-3639745,9200313
79485,6678787,-2651871,9330658
74395,4196053,-946069,5142122
3263,8050113,915677,7134436
390,5936569,2188091,3748478
5076,5570531,-2051821,7622352
74690,6796248,1597569,5198679
340,1675759,1087072,588687
73343,3609561,3267645,341916
2810,4753307,1825569,2927738
3223,9181010,8660209,520801
3702,3826201,1495819,2330382
3449,2620925,-3691504,6312429
74488,3416492,-527786,3944278
9304,2314845,398819,1916026
9447,9715544,4445358,5270186
70342,9881204,8700371,1180833
3332,4328529,3546361,782168
72918,7430503,-1145101,8575604
369,5482684,5142414,340270
79503,3229099,-1068885,4297984
3448,3447067,-1691191,5138258
314,3357124,-5007216,8364340
3274,3533683,658547,2875136
348,2702100,531088,2171012
384,7121361,4776784,2344577
10707,3079703,294320,2785383
370,7692733,2008758,5683975
3329,4696855,-3418496,8115351
352,1432727,-2443001,3875728
7941,6557208,2386525,4170683
8847,6178703,4664262,1514441
13730,6532816,5735590,797226
3216,7063333,2668054,4395279
79225,8981869,7096759,1885110
79559,1291826,-5479343,6771169
73957,3133277,2522671,610606
5123,7917337,4422091,3495246
336,4007666,-1117460,5125126
3333,6804623,-1059754,7864377
10766,3411641,-1264769,4676410
11384,5073661,3339556,1734105
317,8424704,1585444,6839260
3414,7842754,4668808,3173946
74160,6202624,-3018591,9221215
8068,8278263,5554614,2723649
8890,2374564,-3030414,5404978
15544,7841028,7632595,208433
10176,2485293,-575784,3061077
349,3944048,-625726,4569774
79333,4608759,2823609,1785150
3222,9706404,3518425,6187979
302,5285758,-2247950,7533708
3394,6179282,2505376,3673906
3353,3768714,-2555107,6323821
378,8878350,7504718,1373632
74924,2894789,-2347823,5242612
307,4415263,956538,3458725
72739,2926159,1618343,1307816
76527,1635159,-2810691,4445850
2958,7255107,1470407,5784700
305,2525358,1640327,885031
17117,8716530,2639545,6076985
